ID,Provider Name,Provider Address,Provider City,Provider State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,USEFUL,FINDABLE,USABLE,TOTAL_SCORE,NOTES,Medicare,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicaid,Private Pay: Check
966,McClamroch Center,2602 Criswell Street,Pascagoula,MS,39567,Main,2287691280,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
967,McCoy's Personal Care Home,919 35th Ave.,Meridian,MS,39305,Main,6016934104,,,,,,,,0,,0,,,,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
968,McKesson Medical Surgical Medicine,8121 10th Avenue North,Golden Valley,MN,55427,Main,6016934104,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
969,McLaurin Heights United Methodist Church,325 Mary Ann Drive,Pearl,MS,39208,Other,6019392163,,,,,,,,0,,0,,Alice Heard/Danny Layton,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
970,McLin Adult Day Services,705 Shady Brook Cove,Jackson,MS,39272,Main,6013737637,,,,,,,,0,,0,,Pam McLin,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1
971,MC Medical Incorporated,1223 Highway 98 Bypass,Columbia,MS,39429,Main,6017367994,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
972,McMillan Park Nutrition Site*,515 Highway 16 East,Carthage,MS,39051,Main,6012679484,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
973,"Meals on Wheels, MSMSS - Tupelo*",2800 West Main Street,Tupelo,MS,38801,Main,6012679484,,,,www.mss.org/services-inhome.aspx,,,,0,link doesn't work--goes to page about retirement communities,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
974,Med-Mart Homecare and Durable Medical Eqipment,225 Maggie Drive,Pontotoc,MS,38863,Main,6624899330,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
975,Med 4 Home Incorporated,10800 North Congress Avenue,Kansas City,MO,64153,Main,6624899330,,,,http://www.med4home.com/,1,1,1,3,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
976,Medastat USA LLC,1332 Rasco Road,Southaven,MS,38671,Main,2288649730,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
977,Medicaid-Brandon Regional Office ,3035 Greenfield Road,Pearl,MS,39208,Main,6018250477,,,601 825-2184,https://medicaid.ms.gov/ ,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
978,Medicaid - Brookhaven Regional Office ,1372 Johnny Johnson Drive ,Brookhaven,MS,39601,Main,6018352020,Toll Free Hotline,8004212408,(601) 833-5429,https://medicaid.ms.gov/,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
979,Medicaid - Canton Regional Office ,5360 I-55 N,Jackson,MS,39211,Main,6019782399,,,601-956-4264,https://medicaid.ms.gov/,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
980,Medicaid-Kosciusko Regional Office ,160 Highway 12 West, Kosciusko,MS,39090,Main,6622894477,,,662) 289-9420,www.dom.state.ms.us,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
981,Medicaid-McComb Regional Office,301 Apache Drive,McComb,MS,39648-6309,Main,6012492071,,,601-249-4629,https://medicaid.ms.gov/,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
982,Medicaid-Natchez Regional Office,103 State Street,Natchez,MS,39120-3468,Main,6014454971,Toll Free Hotline,8004212408,(601) 445-8161,https://medicaid.ms.gov/,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
983,Medicaid -Yazoo City Regional Office,"110 North Jerry Clower Boulevard, Suite A",Yazoo City,MS,39194,Main,6627462309,Toll Free Hotline,8004212408,(662) 746-2645,https://medicaid.ms.gov/,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
984,Medicaid Regional Office-Newton*,9423 Eastside Drive Extension,Newton,MS,39345,Main,6016355205,,,,,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
985,Medicaid Regional Office Meridian*,3848 Old Highway 45 North,Meridian,MS,39301,Main,6014832988,Other,6014839944,,www.dom.state.ms.us,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
986,Medicaid Regional Office Philadelphia*,1122 East Main Street,Philadelphia,MS,39350,Main,6016563131,Other,6016567950,,www.dom.state.ms.us,4,7,6,17,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
987,Medicaid Waiver/Case Management,711 South Applegate,Winona,MS,38967,Main,6622832675,Other,6622835875,,www.ncpdd.org ,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
988,Medical Arts Pharmacy,504 Military Road,Columbus,MS,39701,Main,6623288660,,,(601) 981-7304,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
989,Medical Arts Pharmacy*,120 Caillavet Street,Biloxi,MS,39530,Main,2284327071,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
990,Medical Arts Surgical Group*,2111 14th Street,Meridian,MS,39301,Main,6016933834,,,,www.medicalartssg.com,,,,0,link doesn't work,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
991,Medical Care Products Incorporated,4836 Victor Street,Jacksonville,FL,32207,Main,9047338500,,,,www.ostomymcp.com,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
992,Medical Direct Club LLC ,2026 Lindell Avenue,Nashville,TN,37203,Main,8009450066,,,,medicaldirectclub.com,1,1,1,3,link doesn't work,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
993,Medical Electro-Therapeutics Incorporated,1835 Nonconnah Boulevard ,Memphis,TN,38132,Main,9018004979,,,,http://www.healthcare6.com/supplier/memphis-tn/medical-electro-therapeutics-inc-74957.html,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
994,Medical Plaza Pharmacy,111 Alcorn Drive,Corinth,MS,38834,Main,6622866991,,,(209) 669-2450,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
995,"Medical Plus, LLC",418 Center Street,Sumrall,MS,39482,Main,6017581989,,,(209) 669-2450,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
996,Medical Solutions of Arkansas ,2929 South Caraway Road , Jonesboro,AR,72401,Main,8709100400,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
997,Medicap Pharmacy*,2000 24th Avenue,Meridian,MS,39301,Main,6016930033,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
998,Medicare Appeals and Grievances ,Centers for Medicare and Medicaid Services,Baltimore,MD,21244,Main,8006334227,Toll Free Hotline,8774862048,,www.medicare.gov,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
999,Medicine Program,Post Office Box 520,Doniphan,MO,63935,Main,5739967300,,,,www.medicineprogram.com,1,1,1,3,,0,,,,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1000,Meditrust Medical Equipment,716 East Main Street,Adamsville,TN,38310,Main,7316322166,Toll Free Hotline,8009850426,,https://plus.google.com/116563662854072480565/about?gl=us&hl=en,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1001,Medline Industries Incorporated,One Medline Place, Mundelein,IL,60060,Main,8479495500,,,(800) 351-1512,http://www.medline.com/,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1002,Medlogic,16175 Landon Road,Gulfport,MS,39503,Main,2288321126,,,(800) 351-1512,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1003,Med Supply Plus,2003 East Shiloh Road ,Corinth,MS,38834,Main,6622863107,,,,medsupplyplusms.net,,,,0,link doesn't work,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1004,Medwise Incorporated,350 North Sam Houston Parkway East ,Houston,TX,77060,Main,6622863107,,,,www.mdwise.org,1,1,1,3,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1005,MEMA/Jackson County Civil Defense,600 Convent Street,Pascagoula,MS,39567,Main,6622863107,,, (228) 769-3108,www.co.jackson.ms.us,,,,0,,0,,,,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1006,Memorial Coast Heart Institute,4215 15th Street,Gulfport,MS,39501,Main,2288635211,,,(228) 863-4101,www.coastheart.net,6,7,7,20,,1,,Samer Baroudi,Office Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1007,Memorial Endocrineology*,4540 West Railroad,Gulfport,MS,39501,Main,2288676062,,,(228) 867-2598,www.gulfportmemorial.com,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
1008,Memorial Hospital at Gulfport,4500 13th Street,Gulfport,MS,39501,Main,2288676062,,,,www.gulfportmemorial.com,6,6,7,19,,1,,Kent G. Nicaud,Chief Executive Officer,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1009,Memorial Hospital at Stone County,1434 East Central Avenue,Wiggins,MS,39577,Main,6019286600,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1010,Memorial Physician Clinic @ Medical Park Drive,17334 Avondale Circle,Biloxi,MS,39532,Main,2288226050,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1011,Memorial Physicians Clinic,"Acadian Plaza, Suite 11 ",Gulfport,MS,39503,Main,2288675185,,,,www.gulfportmemorial.com,5,6,7,18,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1012,Memorial Stone County Medical Center,1440 East Central Avenue,Wiggins,MS,39577,Main,6019286700,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1013,Memory Chapel Funeral Home,3100 Audubon Drive,Laurel,MS,39440,Main,6014285235,,,,www.memorychapellaurel.com,5,7,7,19,,0,memorychapel@comcast.net,Ralph Campbell,Owner,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
1014,Memory Makers *,2318 West Wellsgate Drive,Oxford,MS,38655,,,,,,http://memorymakers.org/contact/,,,,0,link to nothing relevant. What is this??,1,memory.makers@maxxsouth.net,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1015,Mendenhall Chamber of Commerce,122 East Court Avenue ,Mendenhall,MS,39114,Main,6018471725,,,,,,,,0,,0,mendenhallareachamber@yahoo.com,,,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1016,Meridian Housing Authority*,1318 19th Street,Meridian,MS,39301,Main,6014532457,,,,,,,,0,,0,,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1017,Meridian Medical Associates*,2024 15th Street,Meridian,MS,39301,Main,6015532000,Other,6015536870,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1018,Meridian Stroke Support Group*,1102 Constitution Avenue,Meridian,MS,39301,Main,6014843585,,,,http://strokegroup.americanheart.org,,,,0,link doesn't work,0,,,,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1019,Meridian WIN Job Center*,2000 Highway 19 North,Meridian,MS,39307,Main,6015539511,,,,www.mdes.ms.gov,5,5,5,15,,0,,,,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1020,Merit Health Wesley Hospital - Hattiesburg,5001 Hardy Street,Hattiesburg,MS,39402,Main,6012688000,,,,wesley.com/merit-wesley,,,,0,,1,,Matthew Banks,Chief Executive Officer,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1021,Merit Health Wound Care*,3680 Sangani Boulevard,Biloxi,MS,39540,Main,2283929995,,,(228) 392-9035,,,,,0,,1,,Brittany Smith,Office Coordinator ,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1022,Methodist Alliance Home Medical Equipment ,6400 Shelby View Drive  #101,Memphis,TN,38134,Main,8005418277,,,,https://www.methodistmedicalequipment.org,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,Methodist Hospital Outpatient ,1265 Union Avenue Out Patient Pharmacy ,Memphis,TN,38104,Other,9015167016,Main,9015167000,,www.methodisthealth.org,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1024,Methodist Rehabilitation Center,1350 East Woodrow Wilson Drive ,Jackson,MS,39216,Other,9015167016,Main,9015167000,,www.mmrcrehab.org,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1025,Methodist Senior Services,109 S Broadway St.,Tupelo,MS,38804,Main,6628448977,Toll Free Hotline,8884884414,(662) 844-9053,,,,,0,,0,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1026,Metro Ambulance,502-17th Avenue,Meridian,MS,39301,Main,6014832260,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1027,Metro Medical Supply,101 Ricky D Britt ,Oxford,MS,38655,Main,6622348324,,,(601) 982-0795,,,,,0,,0,executivedirector@metrocounselingcenter.o,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1028,Metro Medical Supply,5268 Old Highway 11,Hattiesburg,MS,39402,Main,6012686939,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1029,Metropolitan YMCA-Flowood Branch,Flowood Branch,Flowood,MS,39232,Main,6016641955,,,,www.metroymcams.org,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1030,Metropolitan  YMCA-Reservior Branch,Reservior Branch,Brandon ,MS,39047,Main,6019929118,,,,www.metroymcams.org,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1031,Mid-Delta Home Health & Hospice,1707 South Colorado Street,Greenville,MS,38701,Main,6623351065,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1032,Mid- Delta Home Health & Hospice,300-B South Street,Cleveland,MS,38732,Main,6628437533,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1033,Mid- Delta Home Health & Hospice,1907 Highway 82 West,Greenwood,MS,38930,Main,6624532256,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,Mid- Delta Home Health & Hospice- Main Office,405 North Hayden Street,Belzoni,MS,39038,Main,6622471254,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1035,Mid-Delta Home Health and Hospice-Canton,1150 E Peace Street,Canton,MS,39046-4900,Main,6622471254,,,(601) 855-2429,www.middelta.com ,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
1036,Mid-Delta Home Health and Hospice -Madison,1029 US-51,Madison,MS,39110,Main,6016054551,,,(601) 605-8944,www.middelta.com,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
1037,Mid-Delta Home Health and Hospice-Yazoo City ,522 Grand Avenue ,Yazoo City,MS,39194,Other,8007738196,Main,6627469068,(662) 746-6106,www.middelta.com,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1
1038,Mid- Delta Home Health of Charleston,"620 South State Street, Suite 3",Clarksdale,MS,38614,Main,6626244910,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1039,Mid Delta Durable Medical Equipment,513 Hayden Street,Belzoni,MS,39038,Main,6622473660,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1040,Mid Delta Durable Medical Equipment Charleston,15982 Highway 49,Belzoni,MS,39038,Main,6622473660,,,,www.middelta.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1041,Middleton Clinic,223 Summit Street,Winona,MS,38967,Main,6622831221,,,(662) 247-2806,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1042,Mid South Medical Supply,1021 City Avenue North,Ripley,MS,38663,Main,6628374824,,,(662) 247-2806,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1043,Millcreek Behavioral Health,900 First Avenue Northeast,Magee,MS,39111,Main,6018494221,Toll Free Hotline,8663819646,(601) 849-5646,www.millcreekofmagee.com/programs/home-based,1,1,1,3,for adolescents only ,1,,,,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1
1044,Millcreek of Collins,400 North 4th Street,Collins ,MS,39428,Main,6017650064,,,(601) 765-0907,www.millcreekofmagee.com,1,1,1,3,for adolescents only ,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1045,Millicent Holliman,15190 Community Road,Gulfport,MS,39503,Main,2288310416,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1046,Miss Bernice's House,50 Patton Place Road,Lexington ,MS,39095,Main,6628343344,,,(662) 834-3314,,,,,0,,0,,,,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1047,Mission Okolona,111 South Church Street,Okolona,MS,38860,Main,6624470200,Contact Person,6628917243,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1048,Mississippi Asthma and Allergy Clinic/Meridian*,1400 20th Avenue,Meridian,MS,39301,Main,6016930216,,,,www.msaac.com,3,7,7,17,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1049,Mississippi Band of Choctaw Indians - Choctaw Transit*,"258 Industrial Rd, ","Choctaw,",MS,39350,Main,6016501743,,,,,,,,0,,0,,,,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1050,Mississippi Care Planning Council,Stateline Road,Jackson,MS,39201,Main,9019259797,,,,caremississippi.org,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1051,Mississippi Christian Family Services,117 Delta Street,Rolling Fork ,MS,39159,Main,6628739055,,,(662) 873-9079,,,,,0,,0,mcfs@bellsouth.net,Georgia Russell,Director,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1052,Mississippi Council on Developmental Disabilities,239 North Lamar Street,Jackson ,MS,39201,Main,6013596238,,,601.576.4040,http://www.mscdd.org/,3,7,7,17,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1053,Mississippi Department of Employment Security - Meridian WIN Job Center*,2000 Highway 19 North,Meridian,MS,39307,Main,6015539511,,,(601) 553-9533,www.mdes.ms.gov,4,6,7,17,,0,,Nellie Satcher,Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1054,Mississippi Department of Employment Security - Pascagoula WIN Job Center,1604 Denny Avenue,Pascagoula,MS,39567,Main,6015539511,,,(228) 762-4716,www.mdes.ms.gov,4,6,7,17,,0,,Brad Simmons,Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1055,Mississippi Department of Employment Security - Picayune WIN Job Center,2005 Wildwood Road,Picayune,MS,34966,Main,6017983472,,,(601) 798-3473,www.mdes.ms.gov,4,6,7,17,,0,,Bettye Pierce,Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1056,Mississippi Department of Human Services,200 South Lamar Street,Jackson,MS,39201,Main,6013594500,,,,http://www.mdhs.state.ms.us/,,,,0,could be useful for anyone needing SNAP benefits??,0,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1057,Mississippi Department of Human Services Division of Field Operations,215 Mctyere Street,Jackson,MS,39202,Main,6013555536,,,,www.fns.usda.gov/snap/applicant_recipients/,,,,0,,0,,,,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
1058,Mississippi Department of Rehabilitation Services ,1281 Hwy 51,Madison,MS,39110,Main,6013555536,,,,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
1059,Mississippi Department of Rehabilitation Services- Batesville,303 Bates Street,Batesville,MS,38606,Main,6625638244,,6625638509,,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1060,Mississippi Department of Rehabilitation Services-  Bolivar County,Vocational Rehabilitation,Cleveland,MS,38732,Main,6628438258,,,,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1061,Mississippi Department of Rehabilitation Services- Cleveland,Office of Special Disability Program,Cleveland,MS,38732,Main,6628432016,,,(662) 846-3115,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1062,Mississippi Department of Rehabilitation Services- Greenville,800 Dr. Martin Luther King Jr. Boulevard,Greenville,MS,38704,Main,6623780924,Other,6623780918,,www.mdrs.ms.gov,6,7,7,20,,0,,Betty Coleman,IL Counselor,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1063,Mississippi Department of Rehabilitation Services- Greenwood,201 Highway 7 South,Greenwood,MS,38930,Main,6623780924,Other,6623780918,(662) 459-9758,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1064,Mississippi Department of Rehabilitation Services- Grenada,"1800 Hill Drive, Suite B",Grenada,MS,38901,Main,6622270181,,,(662) 227-0185,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1065,Mississippi Department of Rehabilitation Services- Olive Branch,8480 West Sandidge,Olive Branch,MS,38654,Main,6628954597,,,,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1066,Mississippi Department of Rehabilitation Services-Oxford,51 County Road,Oxford ,MS,38655,Main,6622345744,,,,www.mdrs.ms.gov,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1067,Mississippi Department of Rehabilitation Services - TBI/SCI Injury Trust Fund Program,1281 Highway 51 North,Madison,MS,39110,Main,8004431000,,,(601) 853-5361,www.mdrs.ms.gov,6,7,7,20,,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1068,Mississippi Department of Rehabilitation Services-Vicksburg,3206 Wisconsin Avenue,Vicksburg,MS,39180,Main,8004431000,,,(601) 636-3979,www.mdrs.ms.gov,6,7,7,20,,0,,,,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1069,Mississippi Division of Medicaid/Gulfport,Post Office Box 4855,Gulfport,MS,39503,Main,2288633328,,,,,,,,0,,0,,,,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1070,Mississippi Division of Medicaid/Meridian*,Post Office Box 19,Meridian,MS,38921,Main,6014839944,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
1071,Mississippi Division of Medicaid/Newton*,Post Office Box 633,Newton,MS,39345,Main,6016355205,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1072,Mississippi Division of Medicaid/Philadelphia*,Post Office Box 544,Philadelphia,MS,39350,Main,6016563131,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1073,Mississippi Get Help,9229 Highway 49,Gulfport,MS,39503,Main,2283141482,Other,2288682550,,www.mississippigethelp.com,,,,0,link doesn't work,0,,,,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1074,Mississippi Home Care/Bay St. Louis,835 Highway 90 ,Bay St. Louis,MS,39520,Main,2284665870,Other,2284666691,,www.lhcgroup.com,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1075,Mississippi Home Care/Collins,115 Main Street,Collins,MS,39428,Main,6017656134,Other,6017656461,,www.lhcgroup.com,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1076,Mississippi Home Care/Gulfport,12342 HIghway 49,Gulfport,MS,39503,Main,2285394069,Other,2285394070,(228) 539-4072,www.lhcgroup.com,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1077,Mississippi Homecare/Hattiesburg,710 South 28th Avenue,Hattiesburg,MS,39402,Other,6012967652,Main,6012967653,(601) 296-7652,www.lhcgroup.com,7,6,7,20,,1,,Amy Kelly,Branch Manager,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
